"","X","cas","valid_speed_count","den_v_tydnu","data_pm100","data_no2","data_temp1","data_hum1","data_pressure","data_windSpeed","data_windImpact","data_volumeMm","month","tretina_dne","letni_prazdniny","topna_sezona","statni_svatky","datum","prumerna_teplota_dne"
"183",183,2024-01-08 15:00:00,2619,1,10.05,7.59,-4.28,60.25,101250,9.16,22.32,0,"01/2024","2",0,1,0,2024-01-08,-6.1525
"184",184,2024-01-08 16:00:00,2473,1,10.65,8.95,-5.2,63.47,101526.67,10.29,26.56,0,"01/2024","3",0,1,0,2024-01-08,-6.1525
"185",185,2024-01-08 17:00:00,1998,1,14.29,10.65,-6.12,67.92,101815,7.48,17.28,0,"01/2024","3",0,1,0,2024-01-08,-6.1525
"186",186,2024-01-08 18:00:00,1447,1,16.05,11.38,-6.78,70.8,102062.5,5.23,17.04,0,"01/2024","3",0,1,0,2024-01-08,-6.1525
"187",187,2024-01-08 19:00:00,922,1,16.59,12.27,-7.12,73.25,102170,6.43,18.12,0,"01/2024","3",0,1,0,2024-01-08,-6.1525
"188",188,2024-01-08 20:00:00,637,1,18.18,12.99,-7.28,74.38,102277.5,3.84,15.84,0,"01/2024","3",0,1,0,2024-01-08,-6.1525
"189",189,2024-01-08 21:00:00,378,1,18.49,13.61,-7.38,73.88,102365,2.89,9.96,0,"01/2024","3",0,1,0,2024-01-08,-6.1525
"190",190,2024-01-08 22:00:00,297,1,19.85,14.5,-7.72,75.88,102505,1.71,5.52,0,"01/2024","3",0,1,0,2024-01-08,-6.1525
"191",191,2024-01-08 23:00:00,134,1,19.77,13.49,-7.97,76.9,102573.33,1.7,5.28,0,"01/2024","3",0,1,0,2024-01-08,-6.1525
"192",192,2024-01-09,101,2,21.33,16.28,-8.15,78.15,102615,1.66,5.76,0,"01/2024","1",0,1,0,2024-01-08,-6.1525
"193",193,2024-01-09 01:00:00,68,2,21.82,16.45,-8.55,80.05,102650,2.6,6.96,0,"01/2024","1",0,1,0,2024-01-09,-8.0425
"194",194,2024-01-09 02:00:00,84,2,22.68,18.23,-8.95,82.35,102770,1.3,4.32,0,"01/2024","1",0,1,0,2024-01-09,-8.0425
"195",195,2024-01-09 03:00:00,126,2,22.76,18.36,-9.07,82.53,102827.5,1.13,3.84,0,"01/2024","1",0,1,0,2024-01-09,-8.0425
"196",196,2024-01-09 04:00:00,404,2,24.92,22.7,-9.83,85.23,102946.67,0.39,2.72,0,"01/2024","1",0,1,0,2024-01-09,-8.0425
"197",197,2024-01-09 05:00:00,1556,2,28.21,27.51,-9.82,85.25,102967.5,1.15,4.2,0,"01/2024","1",0,1,0,2024-01-09,-8.0425
"198",198,2024-01-09 06:00:00,2335,2,30.51,29.53,-11.4,90.5,103192.5,0.76,4.08,0,"01/2024","1",0,1,0,2024-01-09,-8.0425
"199",199,2024-01-09 07:00:00,2526,2,35.82,33.72,-11.95,91.53,103385,0.47,2.64,0,"01/2024","1",0,1,0,2024-01-09,-8.0425
"200",200,2024-01-09 08:00:00,2571,2,36.95,41.46,-11.37,90.33,103450,0.33,2.24,0,"01/2024","2",0,1,0,2024-01-09,-8.0425
"201",201,2024-01-09 09:00:00,2286,2,38.38,90.19,-5.82,69.25,102940,0.77,3.72,0,"01/2024","2",0,1,0,2024-01-09,-8.0425
"202",202,2024-01-09 10:00:00,2229,2,25.92,30.29,-3.38,59.7,102215,1.9,5.64,0,"01/2024","2",0,1,0,2024-01-09,-8.0425
"203",203,2024-01-09 11:00:00,2201,2,20.38,14.28,-1.6,55.33,101667.5,2.97,8.64,0,"01/2024","2",0,1,0,2024-01-09,-8.0425
"204",204,2024-01-09 12:00:00,1944,2,25.32,14.52,0.55,49.27,101225,1.62,5.28,0,"01/2024","2",0,1,0,2024-01-09,-8.0425
"205",205,2024-01-09 13:00:00,1824,2,27.11,20.96,-0.45,52.55,100987.5,1.68,5.28,0,"01/2024","2",0,1,0,2024-01-09,-8.0425
"206",206,2024-01-09 14:00:00,2213,2,26.55,24.51,0.42,53.67,100830,1.19,3.96,0,"01/2024","2",0,1,0,2024-01-09,-8.0425
"207",207,2024-01-09 15:00:00,2648,2,29.56,37.82,-2.05,61.35,101255,1.17,4.08,0,"01/2024","2",0,1,0,2024-01-09,-8.0425
"208",208,2024-01-09 16:00:00,2513,2,28.83,59.22,-4.67,75.77,101783.33,0.79,2.72,0,"01/2024","3",0,1,0,2024-01-09,-8.0425
"209",209,2024-01-09 17:00:00,2054,2,33.74,46.44,-6.4,80.3,102195,2.32,6,0,"01/2024","3",0,1,0,2024-01-09,-8.0425
"210",210,2024-01-09 18:00:00,1434,2,45.23,36.31,-8.03,85.25,102452.5,2.29,6.24,0,"01/2024","3",0,1,0,2024-01-09,-8.0425
"211",211,2024-01-09 19:00:00,1030,2,35.92,34.13,-9.15,86.92,102702.5,1.79,5.52,0,"01/2024","3",0,1,0,2024-01-09,-8.0425
"212",212,2024-01-09 20:00:00,587,2,46.13,27.99,-9.72,87.67,102852.5,2.8,6.6,0,"01/2024","3",0,1,0,2024-01-09,-8.0425
"213",213,2024-01-09 21:00:00,406,2,56.67,23.79,-10.32,89.72,102965,2.3,5.76,0,"01/2024","3",0,1,0,2024-01-09,-8.0425
"214",214,2024-01-09 22:00:00,325,2,50.73,26.1,-10.88,90.17,103072.5,1.24,5.16,0,"01/2024","3",0,1,0,2024-01-09,-8.0425
"215",215,2024-01-09 23:00:00,165,2,56.09,26.85,-11.2,90.2,103106.67,2.05,5.12,0,"01/2024","3",0,1,0,2024-01-09,-8.0425
"216",216,2024-01-10,95,3,57.65,25.34,-11.3,91.9,103170,1.04,4.64,0,"01/2024","1",0,1,0,2024-01-09,-8.0425
"217",217,2024-01-10 01:00:00,68,3,59.28,28.16,-11.57,91.65,103190,0.88,3.84,0,"01/2024","1",0,1,0,2024-01-10,-6.615
"218",218,2024-01-10 02:00:00,87,3,55.13,30.36,-11.65,91.78,103187.5,1.41,4.56,0,"01/2024","1",0,1,0,2024-01-10,-6.615
"219",219,2024-01-10 03:00:00,151,3,58.97,31.92,-11.62,92.03,103177.5,0.74,3.6,0,"01/2024","1",0,1,0,2024-01-10,-6.615
"220",220,2024-01-10 04:00:00,416,3,56.83,26.32,-11.57,91.78,103145,1.21,4.2,0,"01/2024","1",0,1,0,2024-01-10,-6.615
"221",221,2024-01-10 05:00:00,1585,3,55.47,40.87,-11.78,92.45,103145,0.47,2.04,0,"01/2024","1",0,1,0,2024-01-10,-6.615
"222",222,2024-01-10 06:00:00,2367,3,55.7,125,-11.62,91.65,103127.5,1.14,3.84,0,"01/2024","1",0,1,0,2024-01-10,-6.615
"223",223,2024-01-10 07:00:00,2657,3,56.54,68.45,-11.68,92.25,103082.5,0.85,2.88,0,"01/2024","1",0,1,0,2024-01-10,-6.615
"224",224,2024-01-10 08:00:00,2639,3,66.69,35.05,-10.77,90.77,103103.33,0.42,2.72,0,"01/2024","2",0,1,0,2024-01-10,-6.615
"225",225,2024-01-10 09:00:00,2432,3,70.77,26.94,-6.78,76.72,102705,0.6,2.64,0,"01/2024","2",0,1,0,2024-01-10,-6.615
"226",226,2024-01-10 10:00:00,2389,3,64.92,32.85,-3.5,67.72,102020,1.13,4.56,0,"01/2024","2",0,1,0,2024-01-10,-6.615
"227",227,2024-01-10 11:00:00,2306,3,51.63,24.89,0.1,58.55,101355,1.05,3.84,0,"01/2024","2",0,1,0,2024-01-10,-6.615
"228",228,2024-01-10 12:00:00,1995,3,47.2,21.97,0.85,54.9,100877.5,1.28,4.32,0,"01/2024","2",0,1,0,2024-01-10,-6.615
"229",229,2024-01-10 13:00:00,1992,3,42.44,26.12,2.67,53.4,100527.5,1.45,5.28,0,"01/2024","2",0,1,0,2024-01-10,-6.615
"230",230,2024-01-10 14:00:00,2275,3,29.77,23.9,2.22,52.83,100322.5,1.62,4.32,0,"01/2024","2",0,1,0,2024-01-10,-6.615
"231",231,2024-01-10 15:00:00,2810,3,15.9,14.1,0.03,59.23,100702.5,1.34,5.04,0,"01/2024","2",0,1,0,2024-01-10,-6.615
"232",232,2024-01-10 16:00:00,2533,3,24.2,48.31,-2.77,74.53,101213.33,0.72,2.88,0,"01/2024","3",0,1,0,2024-01-10,-6.615
"233",233,2024-01-10 17:00:00,2179,3,24.62,26.4,-4.55,80.95,101615,1.35,3.96,0,"01/2024","3",0,1,0,2024-01-10,-6.615
"234",234,2024-01-10 18:00:00,1623,3,26.74,36.46,-6.05,84.72,101892.5,1.96,5.16,0,"01/2024","3",0,1,0,2024-01-10,-6.615
"235",235,2024-01-10 19:00:00,1071,3,37.54,35.02,-6.92,86,102100,2.43,5.16,0,"01/2024","3",0,1,0,2024-01-10,-6.615
"236",236,2024-01-10 20:00:00,619,3,28.27,31.05,-7.68,89.25,102237.5,1.62,4.56,0,"01/2024","3",0,1,0,2024-01-10,-6.615
"237",237,2024-01-10 21:00:00,435,3,26.76,24.23,-8.5,91.45,102397.5,1.29,4.32,0,"01/2024","3",0,1,0,2024-01-10,-6.615
"238",238,2024-01-10 22:00:00,310,3,35.3,23.46,-9.15,91.95,102530,0.85,3.36,0,"01/2024","3",0,1,0,2024-01-10,-6.615
"239",239,2024-01-10 23:00:00,109,3,35.23,19.88,-9.33,93.33,102630,0.65,2.72,0,"01/2024","3",0,1,0,2024-01-10,-6.615
"240",240,2024-01-11,95,4,38.25,19.46,-9.67,93.17,102663.33,0.47,2.4,0,"01/2024","1",0,1,0,2024-01-10,-6.615
"241",241,2024-01-11 01:00:00,72,4,35.21,21.59,-9.93,94.4,102710,0.53,2.52,0,"01/2024","1",0,1,0,2024-01-11,-3.6575
"242",242,2024-01-11 02:00:00,76,4,33.25,20.18,-10.53,95.08,102752.5,0.39,2.16,0,"01/2024","1",0,1,0,2024-01-11,-3.6575
"243",243,2024-01-11 03:00:00,145,4,44.15,15.25,-10.78,94.7,102752.5,0.78,2.64,0,"01/2024","1",0,1,0,2024-01-11,-3.6575
"244",244,2024-01-11 04:00:00,407,4,38.85,17.61,-11,94.3,102810,0.38,2.28,0,"01/2024","1",0,1,0,2024-01-11,-3.6575
"245",245,2024-01-11 05:00:00,1491,4,36.49,31.17,-11.05,93.75,102792.5,0.68,3,0,"01/2024","1",0,1,0,2024-01-11,-3.6575
"246",246,2024-01-11 06:00:00,2283,4,36.25,29.32,-11.07,94.42,102797.5,0.33,1.92,0,"01/2024","1",0,1,0,2024-01-11,-3.6575
"247",247,2024-01-11 07:00:00,2632,4,36.89,28.29,-10.88,93.62,102807.5,0.67,2.88,0,"01/2024","1",0,1,0,2024-01-11,-3.6575
"248",248,2024-01-11 08:00:00,2662,4,47.8,24.59,-9.93,92.3,102703.33,0.78,2.72,0,"01/2024","2",0,1,0,2024-01-11,-3.6575
"249",249,2024-01-11 09:00:00,2368,4,51.72,27.8,-7.22,86.97,102205,1.03,3.48,0,"01/2024","2",0,1,0,2024-01-11,-3.6575
"250",250,2024-01-11 10:00:00,2273,4,53.5,26.69,-4.72,81.75,101895,0.64,3.36,0,"01/2024","2",0,1,0,2024-01-11,-3.6575
"251",251,2024-01-11 11:00:00,2328,4,41.97,31.15,-1.18,70.58,101137.5,1.12,4.44,0,"01/2024","2",0,1,0,2024-01-11,-3.6575
"252",252,2024-01-11 12:00:00,2365,4,53.08,33.05,-1,74.25,100812.5,1.29,3.84,0,"01/2024","2",0,1,0,2024-01-11,-3.6575
"253",253,2024-01-11 13:00:00,2202,4,61.13,40.77,1.43,68.62,100310,1.44,4.2,0,"01/2024","2",0,1,0,2024-01-11,-3.6575
"254",254,2024-01-11 14:00:00,2603,4,62.62,42.87,2.75,66.67,99972.5,1.09,3.96,0,"01/2024","2",0,1,0,2024-01-11,-3.6575
"255",255,2024-01-11 15:00:00,2812,4,68.79,48.57,1.5,71.92,100097.5,0.57,2.28,0,"01/2024","2",0,1,0,2024-01-11,-3.6575
"256",256,2024-01-11 16:00:00,2691,4,74.53,55.7,-0.35,79.7,100410,0.54,3.24,0,"01/2024","3",0,1,0,2024-01-11,-3.6575
"257",257,2024-01-11 17:00:00,2047,4,42,40.38,-1.73,80.9,100716.67,2.03,5.44,0,"01/2024","3",0,1,0,2024-01-11,-3.6575
"258",258,2024-01-11 18:00:00,1700,4,29.9,38.96,-2.88,82.55,100952.5,1.15,4.08,0,"01/2024","3",0,1,0,2024-01-11,-3.6575
"259",259,2024-01-11 19:00:00,1091,4,34.41,23.85,-3.45,83.95,101170,1.46,5.76,0,"01/2024","3",0,1,0,2024-01-11,-3.6575
"260",260,2024-01-11 20:00:00,691,4,34.49,20.91,-3.5,85.12,101360,1.07,5.28,0,"01/2024","3",0,1,0,2024-01-11,-3.6575
"261",261,2024-01-11 21:00:00,447,4,28.63,20.16,-3.25,84.05,101380,3.09,8.64,0,"01/2024","3",0,1,0,2024-01-11,-3.6575
"262",262,2024-01-11 22:00:00,395,4,33.33,21.71,-5.58,92.67,101567.5,1.23,3.6,0,"01/2024","3",0,1,0,2024-01-11,-3.6575
"263",263,2024-01-11 23:00:00,129,4,36.75,22.26,-5.7,91.13,101746.67,2.5,6.72,0,"01/2024","3",0,1,0,2024-01-11,-3.6575
"264",264,2024-01-12,103,5,35.77,19.47,-6.03,92.45,101805,1.59,4.92,0,"01/2024","1",0,1,0,2024-01-11,-3.6575
"265",265,2024-01-12 01:00:00,94,5,30.73,14.29,-5.6,92.55,101760,0.95,4.08,0,"01/2024","1",0,1,0,2024-01-12,0.1275
"266",266,2024-01-12 02:00:00,102,5,29.4,16.89,-5.6,95.3,101750,0.71,2.4,0,"01/2024","1",0,1,0,2024-01-12,0.1275
"267",267,2024-01-12 03:00:00,132,5,26.32,14.61,-4.6,94.25,101617.5,0.71,2.52,0,"01/2024","1",0,1,0,2024-01-12,0.1275
"268",268,2024-01-12 04:00:00,392,5,16.46,17.44,-3.65,94.85,101417.5,0.32,1.68,0,"01/2024","1",0,1,0,2024-01-12,0.1275
"269",269,2024-01-12 05:00:00,1498,5,14.74,19.84,-3.6,95.05,101412.5,0.94,3.12,0,"01/2024","1",0,1,0,2024-01-12,0.1275
"270",270,2024-01-12 06:00:00,2301,5,7.32,14.38,-2.83,93.2,101302.5,0.98,3.6,0,"01/2024","1",0,1,0,2024-01-12,0.1275
"271",271,2024-01-12 07:00:00,2561,5,4.39,15.82,-1.32,88,101087.5,1.64,6.72,0,"01/2024","1",0,1,0,2024-01-12,0.1275
"272",272,2024-01-12 08:00:00,2438,5,4.65,11.48,-0.75,86.28,100912.5,1.64,6.72,0,"01/2024","2",0,1,0,2024-01-12,0.1275
"273",273,2024-01-12 09:00:00,2356,5,9.08,19.83,-0.1,85.25,100762.5,0.84,3.84,0,"01/2024","2",0,1,0,2024-01-12,0.1275
"274",274,2024-01-12 10:00:00,2391,5,9.97,17.2,0.48,83.67,100587.5,1.35,6.12,0,"01/2024","2",0,1,0,2024-01-12,0.1275
"275",275,2024-01-12 11:00:00,2539,5,11.05,14.32,0.97,83.1,100443.33,2.3,7.68,0,"01/2024","2",0,1,0,2024-01-12,0.1275
"276",276,2024-01-12 12:00:00,2629,5,9.66,12.2,1.05,82.4,100290,3.1,10.08,0,"01/2024","2",0,1,0,2024-01-12,0.1275
"277",277,2024-01-12 13:00:00,2894,5,8.95,12.7,1.1,81.5,100212.5,2.48,6.96,0,"01/2024","2",0,1,0,2024-01-12,0.1275
"278",278,2024-01-12 14:00:00,3012,5,6.36,14.59,1.07,81.62,100157.5,2.61,9,0,"01/2024","2",0,1,0,2024-01-12,0.1275
"279",279,2024-01-12 15:00:00,3108,5,7.79,18.08,0.9,83.03,100220,1.99,8.04,0,"01/2024","2",0,1,0,2024-01-12,0.1275
"280",280,2024-01-12 16:00:00,2858,5,8.85,16.55,0.68,84.55,100285,2.71,7.68,0,"01/2024","3",0,1,0,2024-01-12,0.1275
"281",281,2024-01-12 17:00:00,2467,5,11.1,16.93,0.68,85.7,100322.5,2.12,7.2,0,"01/2024","3",0,1,0,2024-01-12,0.1275
"282",282,2024-01-12 18:00:00,1784,5,8.24,15.82,0.68,86.05,100305,2.08,7.56,0,"01/2024","3",0,1,0,2024-01-12,0.1275
"283",283,2024-01-12 19:00:00,1234,5,6.95,14.57,0.78,85.28,100280,2.08,8.28,0,"01/2024","3",0,1,0,2024-01-12,0.1275
"284",284,2024-01-12 20:00:00,789,5,8.41,14.08,0.37,86.73,100303.33,0.72,2.88,0,"01/2024","3",0,1,0,2024-01-12,0.1275
"285",285,2024-01-12 21:00:00,533,5,9.59,11.12,0.38,86.9,100327.5,1.15,4.08,0,"01/2024","3",0,1,0,2024-01-12,0.1275
"286",286,2024-01-12 22:00:00,491,5,10.56,10.07,0.6,85.3,100222.5,1.39,5.04,0,"01/2024","3",0,1,0,2024-01-12,0.1275
"287",287,2024-01-12 23:00:00,338,5,6.19,10.35,0.82,84.58,100157.5,2.26,7.8,0,"01/2024","3",0,1,0,2024-01-12,0.1275
"288",288,2024-01-13,191,6,5.46,9.31,1.02,83.47,100067.5,2.61,7.44,0,"01/2024","1",0,1,0,2024-01-12,0.1275
"289",289,2024-01-13 01:00:00,168,6,4.82,7.93,1.65,78.92,99937.5,2.35,9.12,0,"01/2024","1",0,1,0,2024-01-13,1.3675
"290",290,2024-01-13 02:00:00,130,6,2.38,7.35,1.82,77,99840,4.15,12.84,0,"01/2024","1",0,1,0,2024-01-13,1.3675
"291",291,2024-01-13 03:00:00,133,6,2.22,8.46,1.68,78.58,99787.5,4.46,13.08,0,"01/2024","1",0,1,0,2024-01-13,1.3675
"292",292,2024-01-13 04:00:00,231,6,2.42,8.96,1.57,79.28,99750,4.27,14.64,0,"01/2024","1",0,1,0,2024-01-13,1.3675
"293",293,2024-01-13 05:00:00,521,6,1.62,9.31,1.63,78.5,99696.67,4.21,12.48,0,"01/2024","1",0,1,0,2024-01-13,1.3675
"294",294,2024-01-13 06:00:00,662,6,1.49,10.16,1.6,78.42,99692.5,3.79,12.84,0,"01/2024","1",0,1,0,2024-01-13,1.3675
"295",295,2024-01-13 07:00:00,861,6,2.28,10.6,1.7,78.3,99630,2.8,9.72,0,"01/2024","1",0,1,0,2024-01-13,1.3675
"296",296,2024-01-13 08:00:00,1178,6,2.74,10.12,1.6,78.3,99597.5,3.57,12,0,"01/2024","2",0,1,0,2024-01-13,1.3675
"297",297,2024-01-13 09:00:00,1608,6,3.98,10.78,1.73,77.53,99525,2.89,9.48,0,"01/2024","2",0,1,0,2024-01-13,1.3675
"298",298,2024-01-13 10:00:00,1912,6,3.37,10.7,1.93,75.85,99427.5,2.98,9.24,0,"01/2024","2",0,1,0,2024-01-13,1.3675
"299",299,2024-01-13 11:00:00,1968,6,3.72,9.05,1.9,73.3,99275,4.26,12,0,"01/2024","2",0,1,0,2024-01-13,1.3675
"300",300,2024-01-13 12:00:00,1987,6,4.66,9.41,1.98,72.75,99215,3.33,10.2,0,"01/2024","2",0,1,0,2024-01-13,1.3675
"301",301,2024-01-13 13:00:00,2175,6,6.18,9.07,2.05,72.1,99057.5,3.07,8.76,0,"01/2024","2",0,1,0,2024-01-13,1.3675
"302",302,2024-01-13 14:00:00,2347,6,6.85,11.22,1.23,74.4,99150,5.69,16.44,0,"01/2024","2",0,1,0,2024-01-13,1.3675
"303",303,2024-01-13 15:00:00,2202,6,7.18,19.15,1.17,74.6,99196.67,3.43,12.48,0,"01/2024","2",0,1,0,2024-01-13,1.3675
"304",304,2024-01-13 16:00:00,2054,6,9.45,13.09,1.25,75.42,99135,3.55,10.2,0,"01/2024","3",0,1,0,2024-01-13,1.3675
"305",305,2024-01-13 17:00:00,2175,6,10.6,13.58,1.62,75.95,99065,5.27,16.92,0,"01/2024","3",0,1,0,2024-01-13,1.3675
"306",306,2024-01-13 18:00:00,1625,6,9.33,12.64,1.52,77.25,98965,5.14,13.92,0,"01/2024","3",0,1,0,2024-01-13,1.3675
"307",307,2024-01-13 19:00:00,1135,6,9.92,12.81,1.27,79.42,98935,4.74,11.76,0,"01/2024","3",0,1,0,2024-01-13,1.3675
"308",308,2024-01-13 20:00:00,866,6,9.97,12.99,1.48,80.1,98840,4.47,11.52,0,"01/2024","3",0,1,0,2024-01-13,1.3675
"309",309,2024-01-13 21:00:00,484,6,9.95,13.87,1.27,83.38,98797.5,5.02,12.6,0,"01/2024","3",0,1,0,2024-01-13,1.3675
"310",310,2024-01-13 22:00:00,337,6,8.47,13.83,1.3,85.2,98762.5,4.03,11.04,0,"01/2024","3",0,1,0,2024-01-13,1.3675
"311",311,2024-01-13 23:00:00,263,6,9.28,13.51,1.23,86.43,98713.33,3.65,10.72,0,"01/2024","3",0,1,0,2024-01-13,1.3675
"312",312,2024-01-14,215,7,7.31,10.95,1.93,83.17,98626.67,3.36,10.56,0,"01/2024","1",0,1,0,2024-01-13,1.3675
"313",313,2024-01-14 01:00:00,155,7,6.49,10.71,1.65,83.53,98515,3.57,10.8,0,"01/2024","1",0,1,0,2024-01-14,1.1625
"314",314,2024-01-14 02:00:00,152,7,6.28,10.39,1.27,84.55,98515,2.82,7.68,0,"01/2024","1",0,1,0,2024-01-14,1.1625
"315",315,2024-01-14 03:00:00,82,7,7.15,12.08,1.43,83.8,98437.5,3.88,11.4,0,"01/2024","1",0,1,0,2024-01-14,1.1625
"316",316,2024-01-14 04:00:00,188,7,6.71,9.66,0.95,84.67,98425,4.89,12,0,"01/2024","1",0,1,0,2024-01-14,1.1625
"317",317,2024-01-14 05:00:00,326,7,8.32,11.18,0.88,86.28,98390,4.49,13.2,0,"01/2024","1",0,1,0,2024-01-14,1.1625
"318",318,2024-01-14 06:00:00,397,7,8.51,12.68,0.75,90,98380,3.57,10.44,0,"01/2024","1",0,1,0,2024-01-14,1.1625
"319",319,2024-01-14 07:00:00,529,7,9.08,11.84,0.88,89.65,98357.5,3.19,9.48,0,"01/2024","1",0,1,0,2024-01-14,1.1625
"320",320,2024-01-14 08:00:00,713,7,11.51,10.78,0.82,90.55,98372.5,4.44,11.28,0,"01/2024","2",0,1,0,2024-01-14,1.1625
"321",321,2024-01-14 09:00:00,961,7,11.8,11.15,1.02,90.72,98345,4.11,11.28,0,"01/2024","2",0,1,0,2024-01-14,1.1625
"322",322,2024-01-14 10:00:00,1272,7,9.61,9.77,1.8,86.23,98266.67,4.28,12.16,0,"01/2024","2",0,1,0,2024-01-14,1.1625
"323",323,2024-01-14 11:00:00,1519,7,8.25,9.35,1.98,84.2,98167.5,4.56,12,0,"01/2024","2",0,1,0,2024-01-14,1.1625
"324",324,2024-01-14 12:00:00,1616,7,8.74,9.61,2.4,82.65,98020,5,13.32,0,"01/2024","2",0,1,0,2024-01-14,1.1625
"325",325,2024-01-14 13:00:00,1917,7,11.38,10.18,2.28,82.9,97952.5,5.1,12.24,0,"01/2024","2",0,1,0,2024-01-14,1.1625
"326",326,2024-01-14 14:00:00,2053,7,13.9,12.7,1.73,85.7,97982.5,4.98,13.32,0,"01/2024","2",0,1,0,2024-01-14,1.1625
"327",327,2024-01-14 15:00:00,2143,7,13.07,11.7,1.8,83.88,97965,4.38,12.84,0,"01/2024","2",0,1,0,2024-01-14,1.1625
"328",328,2024-01-14 16:00:00,1976,7,10.08,11.02,1.85,83.15,97932.5,4.82,13.56,0,"01/2024","3",0,1,0,2024-01-14,1.1625
"329",329,2024-01-14 17:00:00,2097,7,10.68,12.01,1.75,83.35,97885,4.59,11.04,0,"01/2024","3",0,1,0,2024-01-14,1.1625
"330",330,2024-01-14 18:00:00,1477,7,10.95,13.65,1.38,84,97852.5,5.22,13.56,0,"01/2024","3",0,1,0,2024-01-14,1.1625
"331",331,2024-01-14 19:00:00,989,7,11.1,11.69,0.93,85.3,97860,3.87,10.56,0,"01/2024","3",0,1,0,2024-01-14,1.1625
"332",332,2024-01-14 20:00:00,689,7,11.44,10.44,0.95,84.03,97830,4.35,12.12,0,"01/2024","3",0,1,0,2024-01-14,1.1625
"333",333,2024-01-14 21:00:00,362,7,11.9,10.82,1.02,83.7,97757.5,3.96,11.64,0,"01/2024","3",0,1,0,2024-01-14,1.1625
"334",334,2024-01-14 22:00:00,284,7,9.9,13.22,1.1,84.67,97645,4.3,10.68,0,"01/2024","3",0,1,0,2024-01-14,1.1625
"335",335,2024-01-14 23:00:00,149,7,10.36,12.1,1.15,84.67,97585,4.46,13.68,0,"01/2024","3",0,1,0,2024-01-14,1.1625
"336",336,2024-01-15,113,1,9.42,12.13,1.12,83.05,97500,6.11,17.4,0,"01/2024","1",0,1,0,2024-01-14,1.1625
"337",337,2024-01-15 01:00:00,100,1,9.8,10.87,0.9,82.2,97447.5,6.61,16.32,0,"01/2024","1",0,1,0,2024-01-15,1.09
"338",338,2024-01-15 02:00:00,143,1,11.31,11.36,0.88,81.6,97420,5.15,13.44,0,"01/2024","1",0,1,0,2024-01-15,1.09
"339",339,2024-01-15 03:00:00,201,1,11.47,13.3,0.6,83.08,97417.5,5.98,15.12,0,"01/2024","1",0,1,0,2024-01-15,1.09
"340",340,2024-01-15 04:00:00,551,1,12.18,12.86,0.5,82.73,97443.33,6.56,17.76,0,"01/2024","1",0,1,0,2024-01-15,1.09
"341",341,2024-01-15 05:00:00,1691,1,12.03,14.42,0.17,82.5,97457.5,6.42,14.88,0,"01/2024","1",0,1,0,2024-01-15,1.09
"342",342,2024-01-15 06:00:00,2525,1,12.36,13.95,-0.17,82.4,97547.5,5.86,15.48,0,"01/2024","1",0,1,0,2024-01-15,1.09
"343",343,2024-01-15 07:00:00,2899,1,12.54,14.55,-0.17,80.78,97582.5,6.2,15.6,0,"01/2024","1",0,1,0,2024-01-15,1.09
"344",344,2024-01-15 08:00:00,2644,1,12.56,11.18,-0.32,80.62,97605,5.09,14.28,0,"01/2024","2",0,1,0,2024-01-15,1.09
"345",345,2024-01-15 09:00:00,2468,1,11.05,10.23,0.15,78.53,97577.5,5.78,15.12,0,"01/2024","2",0,1,0,2024-01-15,1.09
"346",346,2024-01-15 10:00:00,2316,1,9.18,9.46,1.1,72.67,97405,6.14,16.08,0,"01/2024","2",0,1,0,2024-01-15,1.09
"347",347,2024-01-15 11:00:00,2189,1,8.47,9.06,1.4,72.17,97297.5,4.83,13.92,0,"01/2024","2",0,1,0,2024-01-15,1.09
"348",348,2024-01-15 12:00:00,2470,1,7.54,8.54,2.55,67.72,97105,4.74,13.08,0,"01/2024","2",0,1,0,2024-01-15,1.09
"349",349,2024-01-15 13:00:00,2481,1,4.26,6,3.12,63.08,96952.5,5.87,16.8,0,"01/2024","2",0,1,0,2024-01-15,1.09
"350",350,2024-01-15 14:00:00,2776,1,4.79,10.3,2.63,67.5,96970,4.85,20.48,0,"01/2024","2",0,1,0,2024-01-15,1.09
"351",351,2024-01-15 15:00:00,2876,1,5.62,9.58,2.2,68.03,97080,6.76,19.8,0,"01/2024","2",0,1,0,2024-01-15,1.09
"352",352,2024-01-15 16:00:00,2586,1,6.11,10.77,1.48,73.45,97242.5,5.6,15.24,0,"01/2024","3",0,1,0,2024-01-15,1.09
"353",353,2024-01-15 17:00:00,2068,1,8.35,14.66,1.27,75.83,97365,4.7,12.36,0,"01/2024","3",0,1,0,2024-01-15,1.09
"354",354,2024-01-15 18:00:00,1399,1,7.9,19.52,0.6,85,97500,4.55,11.16,0,"01/2024","3",0,1,0,2024-01-15,1.09
"355",355,2024-01-15 19:00:00,789,1,7.95,20.13,0.2,89.1,97667.5,2.95,11.4,0,"01/2024","3",0,1,0,2024-01-15,1.09
"356",356,2024-01-15 20:00:00,506,1,5.56,16.57,0.65,85,97652.5,5.23,13.8,0,"01/2024","3",0,1,0,2024-01-15,1.09
"357",357,2024-01-15 21:00:00,320,1,6.88,13.23,0.95,82.83,97672.5,4.37,12.12,0,"01/2024","3",0,1,0,2024-01-15,1.09
